nohup: 忽略输入
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-18:59:55  10.74    5.67    0.00    0.00    0.98   17.38     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:59:56  11.34    6.66    0.00    0.00    1.12   19.13     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:59:57  11.29    6.16    0.00    0.00    1.02   18.47     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:59:58  10.62    5.77    0.00    0.00    0.74   17.13     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:59:59  10.87    5.71    0.00    0.00    0.89   17.47     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:00  10.72    5.71    0.00    0.00    0.98   17.41     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:01  10.85    5.86    0.00    0.00    1.00   17.70     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:02   8.26    4.28    0.00    0.00    0.44   12.98     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:03   0.02    0.00    0.00    0.00    0.00    0.02     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:04   0.40    0.13    0.00    0.00    0.00    0.52     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:05   1.42    0.21    0.00    0.00    0.08    1.71     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:06   1.33    0.21    0.00    0.00    0.06    1.61     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:07   2.26    1.51    0.00    0.00    0.00    3.76     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:08   1.32    0.19    0.00    0.00    0.00    1.50     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:09   1.44    0.17    0.00    0.00    0.00    1.61     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:10   1.36    0.27    0.00    0.00    0.00    1.63     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:11   1.36    0.15    0.00    0.00    0.00    1.50     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:12   1.31    0.19    0.00    0.00    0.02    1.52     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:00:13   1.34    0.15    0.00    0.00    0.00    1.48     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:14   1.34    0.15    0.00    0.00    0.00    1.48     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:15   1.32    0.25    0.00    0.00    0.02    1.59     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:16   1.36    0.17    0.00    0.00    0.00    1.52     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:17   1.67    0.65    0.00    0.00    0.00    2.32     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:18   1.84    1.09    0.00    0.00    0.04    2.97     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:19   1.38    0.21    0.00    0.00    0.00    1.59     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:20   1.40    0.23    0.00    0.00    0.00    1.63     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:21   1.36    0.15    0.00    0.00    0.00    1.50     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:22   1.36    0.17    0.00    0.00    0.00    1.52     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:23   1.36    0.19    0.00    0.00    0.00    1.54     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:24   1.36    0.15    0.00    0.00    0.02    1.52     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:25   1.34    0.27    0.00    0.00    0.00    1.61     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:26   1.34    0.19    0.00    0.00    0.00    1.52     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:27   1.44    0.27    0.00    0.00    0.00    1.71     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:28   2.20    1.53    0.00    0.00    0.00    3.72     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:29   1.29    0.19    0.00    0.00    0.02    1.50     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:30   1.42    0.33    0.00    0.00    0.02    1.77     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:31   1.38    0.17    0.00    0.00    0.00    1.55     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:00:32   1.30    0.13    0.00    0.00    0.00    1.42     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:33   1.30    0.17    0.00    0.00    0.00    1.46     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:34   1.04    0.17    0.00    0.00    0.00    1.21     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:35   0.08    0.06    0.00    0.00    0.00    0.15     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:36   1.80    0.21    0.00    0.00    0.06    2.07     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:37  10.24    1.01    0.00    0.00    0.17   11.41     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:38   9.58    1.15    0.00    0.00    0.21   10.95     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:39   9.97    1.95    0.00    0.00    0.29   12.22     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:40   9.42    0.98    0.00    0.00    0.25   10.66     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:41   9.39    1.01    0.00    0.00    0.17   10.57     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:42   9.29    0.92    0.00    0.00    0.19   10.40     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:43   9.18    0.94    0.00    0.00    0.19   10.31     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:44   8.35    0.75    0.00    0.00    0.15    9.25     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:45   8.48    0.77    0.00    0.00    0.13    9.38     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:46   8.27    0.75    0.00    0.00    0.17    9.19     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:47   8.20    0.82    0.00    0.00    0.13    9.14     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:48   7.21    0.59    0.00    0.00    0.13    7.93     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:49   9.27    2.03    0.00    0.00    0.15   11.45     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:50   8.33    0.88    0.00    0.00    0.17    9.37     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:00:51   8.41    0.77    0.00    0.00    0.21    9.39     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:52   8.73    0.80    0.00    0.00    0.23    9.75     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:53   9.32    0.92    0.00    0.00    0.31   10.55     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:54   9.29    0.92    0.00    0.00    0.36   10.57     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:55   9.38    1.07    0.00    0.00    0.33   10.78     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:56   9.33    0.96    0.00    0.00    0.15   10.44     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:57   9.30    0.94    0.00    0.00    0.15   10.39     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:58   9.28    1.05    0.00    0.00    0.17   10.49     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:00:59   9.51    1.28    0.00    0.00    0.17   10.95     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:00  10.00    2.10    0.00    0.00    0.21   12.31     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:01   9.53    1.01    0.00    0.00    0.17   10.70     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:02   9.19    0.99    0.00    0.00    0.19   10.37     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:03   9.39    0.94    0.00    0.00    0.23   10.56     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:04   9.39    0.92    0.00    0.00    0.15   10.46     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:05   9.31    1.01    0.00    0.00    0.17   10.49     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:06   7.38    0.73    0.00    0.00    0.13    8.24     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:07   0.02    0.00    0.00    0.00    0.00    0.02     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:08   2.19    0.33    0.00    0.00    0.06    2.59     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:09  13.81    1.49    0.02    0.00    0.34   15.63     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:01:10  14.41    2.71    0.00    0.00    0.29   17.41     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:11  13.59    1.37    0.00    0.00    0.21   15.17     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:12  13.66    1.34    0.00    0.00    0.19   15.19     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:13  13.77    1.39    0.00    0.00    0.19   15.35     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:14  13.59    1.43    0.00    0.00    0.19   15.21     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:15  13.79    1.36    0.00    0.00    0.23   15.38     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:16  13.57    1.45    0.00    0.00    0.17   15.19     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:17  13.71    1.36    0.00    0.00    0.19   15.26     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:18  13.82    1.30    0.00    0.00    0.23   15.35     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:19  13.68    1.41    0.00    0.00    0.19   15.27     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:20  13.74    1.70    0.00    0.00    0.19   15.63     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:21  14.41    2.52    0.00    0.00    0.19   17.12     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:22  13.65    1.39    0.00    0.00    0.19   15.22     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:23  13.95    1.32    0.00    0.00    0.17   15.44     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:24  13.55    1.41    0.00    0.00    0.19   15.15     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:25  13.64    1.45    0.00    0.00    0.17   15.26     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:26  13.59    1.41    0.00    0.00    0.21   15.21     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:27  13.95    1.39    0.00    0.00    0.15   15.48     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:28  13.78    1.55    0.00    0.00    0.17   15.50     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:01:29  13.90    1.36    0.00    0.00    0.21   15.47     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:30  13.55    1.39    0.00    0.00    0.32   15.25     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:31  14.60    2.65    0.00    0.00    0.27   17.52     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:32  13.67    1.45    0.00    0.00    0.17   15.29     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:33  13.76    1.28    0.00    0.00    0.27   15.32     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:34  13.97    1.45    0.00    0.00    0.25   15.67     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:35  14.30    1.43    0.00    0.00    0.27   16.00     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:36  14.14    1.43    0.00    0.00    0.21   15.78     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:37  14.08    1.49    0.00    0.00    0.19   15.76     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:38  11.76    1.24    0.00    0.00    0.17   13.16     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:39   0.00    0.00    0.00    0.00    0.00    0.00     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:40   1.54    0.42    0.00    0.00    0.04    2.00     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:41  15.02    1.62    0.00    0.00    0.29   16.93     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:42  15.82    2.62    0.00    0.00    0.34   18.77     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:43  14.91    1.53    0.00    0.00    0.23   16.67     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:44  14.92    1.49    0.00    0.00    0.19   16.60     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:45  14.98    1.59    0.00    0.00    0.25   16.82     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:46  14.97    1.49    0.00    0.00    0.23   16.69     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:47  14.91    1.51    0.00    0.00    0.27   16.69     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-19:01:48  14.96    1.49    0.00    0.00    0.21   16.66     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:49  15.06    1.53    0.00    0.00    0.19   16.78     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:50  15.21    1.59    0.00    0.00    0.19   16.99     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:51  15.00    1.55    0.00    0.00    0.34   16.89     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:52  15.93    2.95    0.00    0.00    0.42   19.30     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:53  15.17    1.57    0.00    0.00    0.17   16.91     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:54  14.95    1.66    0.00    0.00    0.21   16.82     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:55  15.29    1.49    0.00    0.00    0.34   17.12     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:56  15.10    1.51    0.00    0.00    0.25   16.86     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-19:01:57  15.09    1.53    0.00    0.00    0.19   16.81     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
